mmsi,fishing_type,shipname_kr,shipname,has_existing
440145790,기선권현망어업,,77 YONG DEUK,False
440145850,기선권현망어업,,600S77              ,False
440145870,기선권현망어업,,28 SAM SUNG,False
440145880,기선권현망어업,,29 SAM SEONG,False
440145890,기선권현망어업,삼지4호,53JEONGSUN,False
440145970,기선권현망어업,,72CHANG SEONG,False
440145980,기선권현망어업,,27 SE GIL,False
440146030,기선권현망어업,선진호,HAYANG,False
440146080,기선권현망어업,,KAALSUL 3A8PH,False
440146660,기선권현망어업,,113WOONGCHEON ,False
440146670,기선권현망어업,,115WOONGCHEON ,False
440148110,기선권현망어업,,12 HAE SEONG ,False
440148120,기선권현망어업,WOONGJIN RCG-280S,13 HAESEONG  ,False
440148260,기선권현망어업,FUJI MARU NO.7,97TONG IL,False
440148270,기선권현망어업,,103DONGHAIHO,False
440148290,기선권현망어업,,53 YONG DEUK HO     ,False
440148480,기선권현망어업,,JE99HIYUNGHO,False
440148640,기선권현망어업,,109SUNGBOHO,False
440149030,기선권현망어업,,73JEONGSUN,False
440149230,기선권현망어업,,5 NAM YOUNG,False
440149590,기선권현망어업,,35HAEDONG           ,False
440149700,기선권현망어업,,71 GEUM JUNG,False
440150260,기선권현망어업,,101 OYANGHO,False
440152730,기선권현망어업,오송,86 PYEONG JIN,False
440152780,기선권현망어업,,1HAESANG,False
440154550,기선권현망어업,505 우일,HAE SEUNG 155,False
440155080,기선권현망어업,흥진호,HEUNG JIN HO,False
440156360,기선권현망어업,,72 GEUM JUNG,False
440158640,기선권현망어업,,107 DEOK JIN        ,False
440158650,기선권현망어업,,108 DEOK JIN        ,False
440162150,기선권현망어업,,75JEONGSUN ,False
440162160,기선권현망어업,,77JEONGSUN ,False
440162190,기선권현망어업,,WOO SEONG HO,False
440162290,기선권현망어업,,115 NAM PO,False
440166520,기선권현망어업,제11고가네마루,SAE203JEIL,False
440166530,기선권현망어업,,SAE MUNCHANG,False
440183310,기선권현망어업,성우1호,888 SONGMYUNG,False
440186740,기선권현망어업,, SEUNG JEON HO,False
440187040,기선권현망어업,,7 BUGANG,False
440187650,기선권현망어업,,155HEEYUNGHO,False
440189870,기선권현망어업,,507 DEOK JIN HO     ,False
440189880,기선권현망어업,,508 DEOK JIN HO     ,False
440196120,기선권현망어업,제11고가네마루,106 NAM PO,False
440206190,기선권현망어업,,101 BEOM JIN,False
440209810,기선권현망어업,,81 DEOK JIN HO      ,False
440215510,기선권현망어업,,102 NAM YOUNG,False
440217420,기선권현망어업,오송,102 BEOMJIN,False
440222080,기선권현망어업,,101SEUNGJIN ,False
440223760,기선권현망어업,,JE53JIN GWANG HO,False
440300840,기선권현망어업,,101 NAM YOUNG,False
440304630,기선권현망어업,,21KEOMBOK ,False
440304810,기선권현망어업,,801 DEOK JIN HO     ,False
440304930,기선권현망어업,,NO.22GEUMBOK ,False
440304960,기선권현망어업,,58 DEOK JIN HO      ,False
440304970,기선권현망어업,,57 DEOK JIN HO      ,False
440305020,기선권현망어업,,12CHEONG HAE        ,False
440305030,기선권현망어업,,CHEONG HAE 11       ,False
440305650,기선권현망어업,NO.8 KANE MARU,36 JIN KWANG,False
440306250,기선권현망어업,,NO.6CHEONGHAE ,False
440306620,기선권현망어업,,333 SAM SUNG,False
440307370,기선권현망어업,,JE52JIN GWANG HO,False
440311110,기선권현망어업,,801 DEOK HAE HO     ,False
440311120,기선권현망어업,협승5 호,802 DEOG HAE HO ,False
440311850,기선권현망어업,,DEOK JIN 61 HO      ,False
440311860,기선권현망어업,,67 DEOK JIN HO      ,False
440311870,기선권현망어업,,68 DEOK JIN ,False
440312160,기선권현망어업,,NO.101 CHUNGHAE,False
440312270,기선권현망어업,,608 DEOKJIN HO      ,False
440312380,기선권현망어업,,108BUCHANG,False
440312390,기선권현망어업,,NO.109 BOO CHANG    ,False
440312440,기선권현망어업,,CHANG-SUNG-HO,False
440312540,기선권현망어업,,103NAMYUMHO,False
440312560,기선권현망어업,,6 SAM YANG          ,False
440312570,기선권현망어업,,NO.25 KEOMBOCK      ,False
440312580,기선권현망어업,,126 SAMSUNG,False
440312590,기선권현망어업,,NO.306 YEONGHWA     ,False
440312610,기선권현망어업,,NO.307 YEONGHWA     ,False
440312710,기선권현망어업,,309HEUNGNAMHO ,False
440312740,기선권현망어업,,19HAN IL            ,False
440312750,기선권현망어업,제11고가네마루,3 CHEONG YANG,False
440312770,기선권현망어업,,22 HAN IL HO   ,False
440312780,기선권현망어업,,21HAN  IL           ,False
440312820,기선권현망어업,,101 BU CHANG        ,False
440312840,기선권현망어업,,NO.102 BU CHANG     ,False
440312850,기선권현망어업,,105DONGHAIHO,False
440312870,기선권현망어업,,75DEOKJINHO         ,False
440313030,기선권현망어업,,801.CHANGYOUNG C\,False
440313040,기선권현망어업,,802.CHANG YOUNG     ,False
440313170,기선권현망어업,제11고가네마루,203JEONYANG,False
440313580,기선권현망어업,,301 YONGSUN         ,False
440315650,기선권현망어업,,7001SHINJUNG,False
440315710,기선권현망어업,,107 BU CHANG,False
440315990,기선권현망어업,,88HANJIN            ,False
440318430,기선권현망어업,,208CHANG YUNG       ,False
440318440,기선권현망어업,,209CHANG YUNG       ,False
440319070,기선권현망어업,,NO.302 YEONGHWA     ,False
440319090,기선권현망어업,,NO.303 YEONGHWA     ,False
440319510,기선권현망어업,,8 DAE YANG          ,False
440319520,기선권현망어업,,5 DAE YANG HO       ,False
440319530,기선권현망어업,,7 DAEYANG           ,False
440319550,기선권현망어업,,6 DAE YANG HO ,False
440321650,기선권현망어업,NO.117 DAE YANG,901 DEOK HAE HO,False
440321860,기선권현망어업,,NO.26 KEOMBOCK      ,False
440321890,기선권현망어업,,607 DEOKJIN HO      ,False
440322410,기선권현망어업,,NO.301 YEONGHWA     ,False
440322840,기선권현망어업,,3 SAM YANG          ,False
440322850,기선권현망어업,,2 SAM YANG          ,False
440323090,기선권현망어업,,73 DEOK JIN         ,False
440323430,기선권현망어업,한강5호,207 CHANG YEONG HO ,False
440323530,기선권현망어업,,3 DAE YANG          ,False
440323730,기선권현망어업,,NO.5 CHOUNG HAE     ,False
440324480,기선권현망어업,,9 DAE YANG          ,False
440324950,기선권현망어업,,JE33JIN GWANG HO,False
440330580,기선권현망어업,,JIN SEONG,False
440333810,기선권현망어업,,105MYUNG YANGHO   ,False
440337260,기선권현망어업,,905 DEOK HAE HO     ,False
440338270,기선권현망어업,,27 HAN IL HO        ,False
440410130,기선권현망어업,,16 HAE SUNG,False
440414420,기선권현망어업,,388BU GANG HO  ,False
440500540,기선권현망어업,,116 NAMPO,False
440502680,기선권현망어업,,JE17BORUNHO ,True
440503400,기선권현망어업,505 우일,38SUN KYEONG HO,False
440510620,기선권현망어업,SUIKOU NO.1,51JEONGSUN,False
440600620,기선권현망어업,,NACC COZUMEL        ,False
441131440,기선권현망어업,,206 SIN SEONG ,False
440009080,대형트롤어업,,701YOUNGJIN,False
440010600,대형트롤어업,,9 HAN SUNG HO       ,False
440012620,대형트롤어업,,201 YUN KYEONG      ,False
440012720,대형트롤어업,,202YUNKYENG,False
440051440,대형트롤어업,,607 YOUNG JIN,False
440098120,대형트롤어업,,707WONKWANG,False
440101140,대형트롤어업,,J.M-12001HO,False
440101545,대형트롤어업,,307SANGJIN,False
440102250,대형트롤어업,,201.MJ,False
440102330,대형트롤어업,,3SUNGHAE,False
440104050,대형트롤어업,,WONKWANG,False
440104530,대형트롤어업,,3KEUM HAE           ,False
440104620,대형트롤어업,NO.8 KANE MARU,NO.1GYENGHAE        ,False
440104650,대형트롤어업,SHIN KWANG B- 6,27 NAMKYUNG,False
440105110,대형트롤어업,,6KEUM HAE           ,False
440105730,대형트롤어업,,NO.7SINYOUNGHO,False
440105910,대형트롤어업,,NO.7 KYOUNG HAE     ,False
440106340,대형트롤어업,,3GEUMSEONG,False
440107010,대형트롤어업,제11고가네마루,NO.85HAESUNG        ,False
440107090,대형트롤어업,SHIN KWANG B- 6,27 SIN HWA,False
440107170,대형트롤어업,SHIN KWANG B- 6,55 SINBANG ,False
440107230,대형트롤어업,NO.8 KANE MARU,3 HYO CHANG,False
440107240,대형트롤어업,505 우일,3 MYUNGSUNG,False
440107790,대형트롤어업,,303HYOCHANG,False
440108550,대형트롤어업,,28DH,False
440108760,대형트롤어업,,7 YOUNG JIN,False
440115950,대형트롤어업,,156 DAE HWA HO      ,False
440126330,대형트롤어업,,SAM MYUNG,False
440126480,대형트롤어업,NO.8 KANE MARU,8 SE HWA,False
440170420,대형트롤어업,,23 SU HYUN HO       ,False
440315530,대형트롤어업,NO.117 DAE YANG,TROL307DAEHYUN,False
440318230,대형트롤어업,,507GEUMSUNG,False
440335090,대형트롤어업,,2DONGHO,False
440335210,대형트롤어업,,IL.DONG.IL ,False
440013800,외끌이대형저인망어업,,201HEUNGSUNG,False
440013880,외끌이대형저인망어업,,609 CHEON GEUM,False
440014540,외끌이대형저인망어업,한강5호,306JANGYUNG,False
440015820,외끌이대형저인망어업,,DONG YOUNG,False
440030030,외끌이대형저인망어업,SHIN KWANG B- 6,3 DAEJUNG,False
440069210,외끌이대형저인망어업,,21 GUJIN,False
440079980,외끌이대형저인망어업,,HAEMYUNG,False
440085670,외끌이대형저인망어업,,308JANGYUNG,False
440100840,외끌이대형저인망어업,,7TAE KYUNG,False
440108510,외끌이대형저인망어업,,12 CHANG MYEONG,False
440112630,외끌이대형저인망어업,TOMEI MARU,607 MYEONG SEONG,False
440112870,외끌이대형저인망어업,NO.2 JAE IL,5YUJIN,False
440113520,외끌이대형저인망어업,,17 YEON JUNG HO     ,False
440119460,외끌이대형저인망어업,,5BUSUNG,False
440121670,외끌이대형저인망어업,,33YUNGCHANG,False
440122220,외끌이대형저인망어업,,106SIMKWANG,False
440122330,외끌이대형저인망어업,,81 SINYANG ,False
440123240,외끌이대형저인망어업,,16 KYOUNG RIM,False
440123480,외끌이대형저인망어업,,26 NAM SUNG,False
440123590,외끌이대형저인망어업,,1TAEYUNG,False
440123610,외끌이대형저인망어업,,NO.608 MYOUNG SEONG ,False
440124880,외끌이대형저인망어업,,5 DAE KYOUNG   ,False
440135120,외끌이대형저인망어업,,205EOSA,False
440139040,외끌이대형저인망어업,,88HYEON DAE   ,False
440145240,외끌이대형저인망어업,,88 TAE IL,False
440147730,외끌이대형저인망어업,SHIN KWANG B- 6,7 CHANGNAM,False
440190250,외끌이대형저인망어업,,7CHANGSUN  ,False
440193580,외끌이대형저인망어업,,27YEONJEONGHO       ,False
440300210,외끌이대형저인망어업,,308BUYEONG          ,False
440300470,외끌이대형저인망어업,,116 DAE WHA HO      ,False
440300650,외끌이대형저인망어업,,27YEONJEONGHO       ,False
440300890,외끌이대형저인망어업,,106 DAE WHA HO      ,False
440312450,외끌이대형저인망어업,,NO.19 DAE YEONG ,False
440312510,외끌이대형저인망어업,,NO.62 DAEDONG       ,False
440313050,외끌이대형저인망어업,,2SEONGMIN,False
440313140,외끌이대형저인망어업,,207 SEO.HYUN,False
440313440,외끌이대형저인망어업,성우1호,"208 HEUNG SEONG HO#,",False
440320180,외끌이대형저인망어업,,2020 HAE GEUM,False
440320210,외끌이대형저인망어업,,NO.301 MANSEON      ,False
440327040,외끌이대형저인망어업,,32 MYENG JIN HO,False
440331260,외끌이대형저인망어업,,108JINYUNG,False
440600109,외끌이대형저인망어업,,8LEE SUNG,False
440602600,외끌이대형저인망어업,,309 BU YUNG    ,False
